date,region,category,customer_segment,units,revenue
2025-11-24,Midwest,Apparel,Returning,40,1735.66
2025-11-24,Midwest,Electronics,New,45,1182.82
2025-11-24,Midwest,Home,New,18,1155
2025-11-24,Midwest,Outdoor,Returning,18,1370.77
2025-11-24,Midwest,Beauty,Returning,45,1831.56
2025-11-24,West,Apparel,Loyalty,44,1620.62
2025-11-24,West,Electronics,Returning,9,291.22
2025-11-24,West,Home,Returning,10,645.02
2025-11-24,West,Outdoor,Returning,35,1487.78
2025-11-24,West,Beauty,Loyalty,23,2113.03
2025-11-25,Northeast,Apparel,Returning,45,4735.64
2025-11-25,Northeast,Electronics,New,20,2088.04
2025-11-25,Northeast,Home,New,19,785.04
2025-11-25,Northeast,Outdoor,Returning,24,1274.68
2025-11-25,Northeast,Beauty,Returning,13,1083.2
2025-11-25,Southeast,Apparel,Loyalty,40,4629.66
2025-11-25,Southeast,Electronics,New,42,4637.43
2025-11-25,Southeast,Home,Loyalty,23,2640.54
2025-11-25,Southeast,Outdoor,New,30,668.55
2025-11-25,Southeast,Beauty,New,31,1942.5
2025-11-25,Midwest,Apparel,New,32,2618.01
2025-11-25,Midwest,Electronics,Loyalty,39,3019.31
2025-11-25,Midwest,Home,Returning,22,376.21
2025-11-25,Midwest,Outdoor,Loyalty,19,1119.47
2025-11-25,Midwest,Beauty,Returning,10,458.57
2025-11-25,West,Apparel,Loyalty,7,279.45
2025-11-25,West,Electronics,New,11,1178.68
2025-11-25,West,Home,New,48,4436.9
2025-11-25,West,Outdoor,New,51,5323.87
2025-11-25,West,Beauty,Returning,21,1364.6
2025-11-26,Northeast,Apparel,Loyalty,11,750.53
2025-11-26,Northeast,Electronics,New,48,2944.28
2025-11-26,Northeast,Home,New,10,166.81
2025-11-26,Northeast,Outdoor,Loyalty,15,1213.21
2025-11-26,Northeast,Beauty,New,40,2827.74
2025-11-26,Southeast,Apparel,Loyalty,12,552.45
2025-11-26,Southeast,Electronics,Loyalty,43,1986.19
2025-11-26,Southeast,Home,Returning,18,472.01
2025-11-26,Southeast,Outdoor,Returning,24,701.93
2025-11-26,Southeast,Beauty,Loyalty,21,779.69
2025-11-26,Midwest,Apparel,Loyalty,37,3634.01
2025-11-26,Midwest,Electronics,Returning,25,2919.49
2025-11-26,Midwest,Home,Loyalty,52,2813.56
2025-11-26,Midwest,Outdoor,Loyalty,48,4618.13
2025-11-26,Midwest,Beauty,Returning,30,1366.22
2025-11-26,West,Apparel,Returning,9,863.93
2025-11-26,West,Electronics,Loyalty,7,657.38
2025-11-26,West,Home,Returning,50,4966.55
2025-11-26,West,Outdoor,Returning,54,4320.44
2025-11-26,West,Beauty,New,25,1850.99
2025-11-27,Northeast,Apparel,Returning,25,1156.95
2025-11-27,Northeast,Electronics,Loyalty,13,243.42
2025-11-27,Northeast,Home,New,32,1473.79
2025-11-27,Northeast,Outdoor,Loyalty,36,3845.91
2025-11-27,Northeast,Beauty,Returning,14,1542.2
2025-11-27,Southeast,Apparel,Loyalty,15,321.68
2025-11-27,Southeast,Electronics,Loyalty,19,543.29
2025-11-27,Southeast,Home,New,26,2587.5
2025-11-27,Southeast,Outdoor,New,48,5758.64
2025-11-27,Southeast,Beauty,Loyalty,27,1368.64
2025-11-27,Midwest,Apparel,Returning,50,2118.44
2025-11-27,Midwest,Electronics,New,31,545.33
2025-11-27,Midwest,Home,New,18,757.73
2025-11-27,Midwest,Outdoor,Returning,14,380.21
2025-11-27,Midwest,Beauty,Loyalty,32,1073.69
2025-11-27,West,Apparel,New,8,340.43
2025-11-27,West,Electronics,New,19,308.22
2025-11-27,West,Home,Returning,14,1321.18
2025-11-27,West,Outdoor,New,34,525.21
2025-11-27,West,Beauty,New,28,476.55
2025-11-28,Northeast,Apparel,New,51,3782.32
2025-11-28,Northeast,Electronics,Returning,7,215.72
2025-11-28,Northeast,Home,Returning,46,1155.24
2025-11-28,Northeast,Outdoor,Returning,31,3487.93
2025-11-28,Northeast,Beauty,Loyalty,8,709.94
2025-11-28,Southeast,Apparel,New,28,449.59
2025-11-28,Southeast,Electronics,Returning,50,4808.91
2025-11-28,Southeast,Home,Loyalty,36,3375.9
2025-11-28,Southeast,Outdoor,New,41,1133.63
2025-11-28,Southeast,Beauty,Returning,37,2682.65
2025-11-28,Midwest,Apparel,New,13,1203.02
2025-11-28,Midwest,Electronics,Returning,48,5147.18
2025-11-28,Midwest,Home,New,31,1139.41
2025-11-28,Midwest,Outdoor,Returning,8,603.57
2025-11-28,Midwest,Beauty,New,34,2961.46
2025-11-28,West,Apparel,New,48,5703.51
2025-11-28,West,Electronics,Returning,25,853.53
2025-11-28,West,Home,Loyalty,12,1254.01
2025-11-28,West,Outdoor,Returning,40,4216
2025-11-28,West,Beauty,New,37,3561.28
2025-11-29,Northeast,Apparel,Loyalty,14,359.55
2025-11-29,Northeast,Electronics,Loyalty,45,5185.04
2025-11-29,Northeast,Home,Loyalty,28,2499.62
2025-11-29,Northeast,Outdoor,New,23,2324.47
2025-11-29,Northeast,Beauty,Loyalty,32,1990.7
2025-11-29,Southeast,Apparel,Loyalty,40,2157.02
2025-11-29,Southeast,Electronics,Returning,27,415.98
2025-11-29,Southeast,Home,New,34,1867.8
2025-11-29,Southeast,Outdoor,New,8,550.99
2025-11-29,Southeast,Beauty,Returning,12,1389.59
2025-11-29,Midwest,Apparel,Loyalty,12,210.05
2025-11-29,Midwest,Electronics,Returning,33,2677.97
2025-11-29,Midwest,Home,Returning,28,1375.94
2025-11-29,Midwest,Outdoor,Loyalty,29,2722
2025-11-29,Midwest,Beauty,Returning,41,1975.06
2025-11-29,West,Apparel,New,45,4601.02
2025-11-29,West,Electronics,Loyalty,42,4789.82
2025-11-29,West,Home,Returning,14,386.75
2025-11-29,West,Outdoor,Returning,15,825.59
2025-11-29,West,Beauty,Returning,34,3077.78
2025-11-30,Northeast,Apparel,Returning,38,3215.63
2025-11-30,Northeast,Electronics,New,18,1195.22
2025-11-30,Northeast,Home,Returning,23,953.13
2025-11-30,Northeast,Outdoor,Returning,10,351.89
2025-11-30,Northeast,Beauty,Returning,53,2977.02
2025-11-30,Southeast,Apparel,Returning,31,2672.92
2025-11-30,Southeast,Electronics,New,48,5141.47
2025-11-30,Southeast,Home,Returning,9,512.7
2025-11-30,Southeast,Outdoor,Loyalty,9,406.93
2025-11-30,Southeast,Beauty,Loyalty,44,4465.35
2025-11-30,Midwest,Apparel,Loyalty,28,2460.6
2025-11-30,Midwest,Electronics,New,13,1221.57
2025-11-30,Midwest,Home,New,39,1866.64
2025-11-30,Midwest,Outdoor,New,45,1687.61
2025-11-30,Midwest,Beauty,New,39,1298.39
2025-11-30,West,Apparel,Loyalty,28,1506.5
2025-11-30,West,Electronics,Loyalty,30,3513.05
2025-11-30,West,Home,Returning,28,3058.87
2025-11-30,West,Outdoor,Returning,25,2702.09
2025-11-30,West,Beauty,Loyalty,13,1470.14
2025-12-01,Northeast,Apparel,Loyalty,19,673.15
2025-12-01,Northeast,Electronics,New,23,1556.57
2025-12-01,Northeast,Home,New,32,2698.75
2025-12-01,Northeast,Outdoor,Returning,32,701.59
2025-12-01,Northeast,Beauty,New,34,1351.26
2025-12-01,Southeast,Apparel,Loyalty,18,1878.28
2025-12-01,Southeast,Electronics,Returning,27,1690.63
2025-12-01,Southeast,Home,New,36,1902.06
2025-12-01,Southeast,Outdoor,Loyalty,35,2678.58
2025-12-01,Southeast,Beauty,New,19,1648.67
2025-12-01,Midwest,Apparel,Returning,44,5269.86
2025-12-01,Midwest,Electronics,Loyalty,50,4856.96
2025-12-01,Midwest,Home,Returning,16,1030.11
2025-12-01,Midwest,Outdoor,Returning,39,4411.79
2025-12-01,Midwest,Beauty,New,27,2556.21
2025-12-01,West,Apparel,Returning,33,947.87
2025-12-01,West,Electronics,New,11,606.77
2025-12-01,West,Home,New,35,1528.62
2025-12-01,West,Outdoor,New,43,2748.74
2025-12-01,West,Beauty,Returning,17,507.91
2025-12-02,Northeast,Apparel,New,47,826.43
2025-12-02,Northeast,Electronics,Returning,30,2195.49
2025-12-02,Northeast,Home,Returning,38,3002.92
2025-12-02,Northeast,Outdoor,Loyalty,36,3812.07
2025-12-02,Northeast,Beauty,Returning,22,2501.89
2025-12-02,Southeast,Apparel,Loyalty,19,492.75
2025-12-02,Southeast,Electronics,Returning,7,352.98
2025-12-02,Southeast,Home,Returning,30,1719.2
2025-12-02,Southeast,Outdoor,New,56,4735.34
2025-12-02,Southeast,Beauty,New,47,3353.32
2025-12-02,Midwest,Apparel,Loyalty,47,4728.96
2025-12-02,Midwest,Electronics,New,43,4733.14
2025-12-02,Midwest,Home,Loyalty,35,3172.71
2025-12-02,Midwest,Outdoor,Loyalty,46,3632.7
2025-12-02,Midwest,Beauty,New,27,3120.44
2025-12-02,West,Apparel,New,31,718.92
2025-12-02,West,Electronics,New,13,463.03
2025-12-02,West,Home,Loyalty,23,593.23
2025-12-02,West,Outdoor,Returning,50,3045.44
2025-12-02,West,Beauty,New,52,4161.03
2025-12-03,Northeast,Apparel,Returning,42,1711.63
2025-12-03,Northeast,Electronics,Loyalty,43,3296.52
2025-12-03,Northeast,Home,Returning,56,1465.3
2025-12-03,Northeast,Outdoor,New,9,856.21
2025-12-03,Northeast,Beauty,Returning,18,1610.95
2025-12-03,Southeast,Apparel,New,12,890.37
2025-12-03,Southeast,Electronics,Loyalty,29,2215.72
2025-12-03,Southeast,Home,Returning,15,1646.41
2025-12-03,Southeast,Outdoor,Loyalty,40,2589.92
2025-12-03,Southeast,Beauty,Returning,10,418.53
2025-12-03,Midwest,Apparel,New,13,1156.64
2025-12-03,Midwest,Electronics,Returning,32,524.83
2025-12-03,Midwest,Home,New,28,3257.64
2025-12-03,Midwest,Outdoor,Loyalty,28,713.01
2025-12-03,Midwest,Beauty,Returning,48,1922.99
2025-12-03,West,Apparel,Loyalty,32,1632.33
2025-12-03,West,Electronics,New,39,2635.36
2025-12-03,West,Home,Loyalty,29,1951.17
2025-12-03,West,Outdoor,Loyalty,42,3815.52
2025-12-03,West,Beauty,Returning,54,2554.42
2025-12-04,Northeast,Apparel,Returning,37,2493.52
2025-12-04,Northeast,Electronics,Loyalty,48,5462.02
2025-12-04,Northeast,Home,Loyalty,39,2874.4
2025-12-04,Northeast,Outdoor,Returning,14,1042.41
2025-12-04,Northeast,Beauty,New,41,4831.23
2025-12-04,Southeast,Apparel,New,47,1098.17
2025-12-04,Southeast,Electronics,New,44,2540.32
2025-12-04,Southeast,Home,Loyalty,15,1027.07
2025-12-04,Southeast,Outdoor,Returning,25,771.95
2025-12-04,Southeast,Beauty,Loyalty,51,1650.51
2025-12-04,Midwest,Apparel,Loyalty,50,5446.35
2025-12-04,Midwest,Electronics,New,26,798.56
2025-12-04,Midwest,Home,Loyalty,24,2687.55
2025-12-04,Midwest,Outdoor,New,23,2051.97
2025-12-04,Midwest,Beauty,Returning,17,1668.28
2025-12-04,West,Apparel,New,40,1084.95
2025-12-04,West,Electronics,New,12,1398.49
2025-12-04,West,Home,New,38,4010.21
2025-12-04,West,Outdoor,Returning,41,641.64
2025-12-04,West,Beauty,Loyalty,51,3842.72
2025-12-05,Northeast,Apparel,New,47,5619.15
2025-12-05,Northeast,Electronics,New,23,2021.31
2025-12-05,Northeast,Home,Returning,55,3126.23
2025-12-05,Northeast,Outdoor,Loyalty,17,937.23
2025-12-05,Northeast,Beauty,Returning,48,4774.42
2025-12-05,Southeast,Apparel,Loyalty,43,2480.89
2025-12-05,Southeast,Electronics,Returning,14,837.46
2025-12-05,Southeast,Home,Returning,29,2934.51
2025-12-05,Southeast,Outdoor,Loyalty,47,5528.16
2025-12-05,Southeast,Beauty,New,56,1565.37
2025-12-05,Midwest,Apparel,Returning,12,1213.75
2025-12-05,Midwest,Electronics,Loyalty,8,556.39
2025-12-05,Midwest,Home,Returning,22,1791.36
2025-12-05,Midwest,Outdoor,Loyalty,7,140.17
2025-12-05,Midwest,Beauty,Loyalty,37,1756.1
2025-12-05,West,Apparel,New,16,1891.87
2025-12-05,West,Electronics,New,25,1093.68
2025-12-05,West,Home,New,55,5094.8
2025-12-05,West,Outdoor,New,12,936.86
2025-12-05,West,Beauty,Returning,32,1341.26
2025-12-06,Northeast,Apparel,New,27,1547.24
2025-12-06,Northeast,Electronics,Returning,24,2181.92
2025-12-06,Northeast,Home,Returning,52,826.86
2025-12-06,Northeast,Outdoor,New,17,1615.89
2025-12-06,Northeast,Beauty,Returning,51,1304.97
2025-12-06,Southeast,Apparel,Returning,26,1813.05
2025-12-06,Southeast,Electronics,New,51,3133.48
2025-12-06,Southeast,Home,Returning,35,867.03
2025-12-06,Southeast,Outdoor,New,26,542.49
2025-12-06,Southeast,Beauty,Loyalty,51,4762.29
2025-12-06,Midwest,Apparel,Loyalty,9,400.39
2025-12-06,Midwest,Electronics,New,50,5695.44
2025-12-06,Midwest,Home,New,12,539.63
2025-12-06,Midwest,Outdoor,Loyalty,21,2137.15
2025-12-06,Midwest,Beauty,Returning,14,927.68
2025-12-06,West,Apparel,New,35,3481.56
2025-12-06,West,Electronics,New,23,2428.18
2025-12-06,West,Home,Loyalty,24,1563.54
2025-12-06,West,Outdoor,Loyalty,48,5114.96
2025-12-06,West,Beauty,New,31,2318.71
2025-12-07,Northeast,Apparel,Loyalty,32,958.62
2025-12-07,Northeast,Electronics,New,53,3552.09
2025-12-07,Northeast,Home,New,33,1731.34
2025-12-07,Northeast,Outdoor,New,22,1740.28
2025-12-07,Northeast,Beauty,New,42,1356.97
2025-12-07,Southeast,Apparel,Loyalty,9,399.35
2025-12-07,Southeast,Electronics,Returning,51,3891.83
2025-12-07,Southeast,Home,New,8,433.83
2025-12-07,Southeast,Outdoor,Loyalty,13,340.84
2025-12-07,Southeast,Beauty,Returning,36,4137.73
2025-12-07,Midwest,Apparel,Loyalty,37,2408.47
2025-12-07,Midwest,Electronics,Returning,36,3346.2
2025-12-07,Midwest,Home,New,37,1396.74
2025-12-07,Midwest,Outdoor,New,19,1149.21
2025-12-07,Midwest,Beauty,Loyalty,24,2490.16
2025-12-07,West,Apparel,Loyalty,22,883.96
2025-12-07,West,Electronics,New,23,1439.31
2025-12-07,West,Home,Returning,51,1953.81
2025-12-07,West,Outdoor,Returning,54,3976.91
2025-12-07,West,Beauty,New,14,295.83
2025-12-08,Northeast,Apparel,Loyalty,46,5322.16
2025-12-08,Northeast,Electronics,Returning,21,621.68
2025-12-08,Northeast,Home,New,32,700.6
2025-12-08,Northeast,Outdoor,Returning,43,3462.58
2025-12-08,Northeast,Beauty,Returning,15,1594.67
2025-12-08,Southeast,Apparel,Loyalty,56,6584.39
2025-12-08,Southeast,Electronics,Returning,24,2566.48
2025-12-08,Southeast,Home,Loyalty,22,1123.59
2025-12-08,Southeast,Outdoor,Loyalty,14,1510.92
2025-12-08,Southeast,Beauty,Loyalty,39,3018.39
2025-12-08,Midwest,Apparel,Returning,11,456.33
2025-12-08,Midwest,Electronics,Loyalty,17,813.96
2025-12-08,Midwest,Home,Loyalty,41,3945.3
2025-12-08,Midwest,Outdoor,Loyalty,41,2388.06
2025-12-08,Midwest,Beauty,New,26,1763.91
2025-12-08,West,Apparel,Loyalty,52,989.07
2025-12-08,West,Electronics,Returning,50,2368.36
2025-12-08,West,Home,Loyalty,26,2305.93
2025-12-08,West,Outdoor,New,54,5167.31
2025-12-08,West,Beauty,New,7,219.9
2025-12-09,Northeast,Apparel,Loyalty,24,2140.44
2025-12-09,Northeast,Electronics,New,21,876.37
2025-12-09,Northeast,Home,New,13,321.29
2025-12-09,Northeast,Outdoor,Loyalty,35,4154.96
2025-12-09,Northeast,Beauty,Loyalty,10,811.09
2025-12-09,Southeast,Apparel,Returning,21,571.71
2025-12-09,Southeast,Electronics,Returning,46,4136.06
2025-12-09,Southeast,Home,Loyalty,49,3762.57
2025-12-09,Southeast,Outdoor,New,34,3820.96
2025-12-09,Southeast,Beauty,New,34,3996.14
2025-12-09,Midwest,Apparel,Loyalty,10,664.75
2025-12-09,Midwest,Electronics,Returning,24,2826.93
2025-12-09,Midwest,Home,Loyalty,17,1712.04
2025-12-09,Midwest,Outdoor,New,14,581.26
2025-12-09,Midwest,Beauty,Loyalty,44,1752.07
2025-12-09,West,Apparel,Loyalty,19,373.9
2025-12-09,West,Electronics,Loyalty,37,3073.19
2025-12-09,West,Home,Returning,36,3352.76
2025-12-09,West,Outdoor,Returning,36,4185.69
2025-12-09,West,Beauty,New,46,4961.67
2025-12-10,Northeast,Apparel,New,35,2260
2025-12-10,Northeast,Electronics,Loyalty,26,1246.84
2025-12-10,Northeast,Home,Loyalty,34,2875.94
2025-12-10,Northeast,Outdoor,Loyalty,15,539.2
2025-12-10,Northeast,Beauty,Loyalty,43,1118.75
2025-12-10,Southeast,Apparel,New,47,4940.82
2025-12-10,Southeast,Electronics,Returning,23,816.99
2025-12-10,Southeast,Home,Loyalty,41,3010.66
2025-12-10,Southeast,Outdoor,Returning,20,804.43
2025-12-10,Southeast,Beauty,New,28,592.12
2025-12-10,Midwest,Apparel,Loyalty,55,4410.06
2025-12-10,Midwest,Electronics,New,43,3643.26
2025-12-10,Midwest,Home,Loyalty,24,2615.17
2025-12-10,Midwest,Outdoor,Returning,49,1603.85
2025-12-10,Midwest,Beauty,Loyalty,12,527.96
2025-12-10,West,Apparel,Returning,20,1817.79
2025-12-10,West,Electronics,Loyalty,12,415.13
2025-12-10,West,Home,Loyalty,55,2318.52
2025-12-10,West,Outdoor,New,49,5528.91
2025-12-10,West,Beauty,New,22,1867.88
2025-12-11,Northeast,Apparel,Returning,25,568.7
2025-12-11,Northeast,Electronics,New,30,2809.72
2025-12-11,Northeast,Home,Loyalty,7,675.38
2025-12-11,Northeast,Outdoor,Loyalty,38,4302.19
2025-12-11,Northeast,Beauty,Returning,32,2071.28
2025-12-11,Southeast,Apparel,New,37,3508.39
2025-12-11,Southeast,Electronics,Returning,31,2329.31
2025-12-11,Southeast,Home,New,35,1220.41
2025-12-11,Southeast,Outdoor,New,52,6023.86
2025-12-11,Southeast,Beauty,Returning,23,1518.7
2025-12-11,Midwest,Apparel,Returning,21,605.95
2025-12-11,Midwest,Electronics,Loyalty,47,4208.67
2025-12-11,Midwest,Home,Loyalty,21,418.18
2025-12-11,Midwest,Outdoor,Returning,34,1222.8
2025-12-11,Midwest,Beauty,Loyalty,9,597.28
2025-12-11,West,Apparel,New,22,374.42
2025-12-11,West,Electronics,Returning,53,5438.16
2025-12-11,West,Home,Loyalty,15,1133.3
2025-12-11,West,Outdoor,Returning,28,547.61
2025-12-11,West,Beauty,Loyalty,17,885.69
2025-12-12,Northeast,Apparel,New,31,3507.02
2025-12-12,Northeast,Electronics,Returning,48,5519.94
2025-12-12,Northeast,Home,Loyalty,16,1340.87
2025-12-12,Northeast,Outdoor,Loyalty,15,442.03
2025-12-12,Northeast,Beauty,Returning,18,577.76
2025-12-12,Southeast,Apparel,New,33,2947.83
2025-12-12,Southeast,Electronics,Returning,12,217.21
2025-12-12,Southeast,Home,Loyalty,49,4533.93
2025-12-12,Southeast,Outdoor,Returning,14,224.94
2025-12-12,Southeast,Beauty,New,46,2274.65
2025-12-12,Midwest,Apparel,New,17,850.59
2025-12-12,Midwest,Electronics,Returning,37,637.6
2025-12-12,Midwest,Home,Returning,22,2300.88
2025-12-12,Midwest,Outdoor,Returning,54,2050.42
2025-12-12,Midwest,Beauty,New,52,2853.79
2025-12-12,West,Apparel,Returning,24,2483.78
2025-12-12,West,Electronics,Returning,27,1476.63
2025-12-12,West,Home,New,53,2594.53
2025-12-12,West,Outdoor,New,52,1113.96
2025-12-12,West,Beauty,Returning,40,1771.01
2025-12-13,Northeast,Apparel,Loyalty,52,3672.07
2025-12-13,Northeast,Electronics,Loyalty,10,283.5
2025-12-13,Northeast,Home,Loyalty,56,4790.33
2025-12-13,Northeast,Outdoor,New,51,4290.62
2025-12-13,Northeast,Beauty,Returning,34,865.15
2025-12-13,Southeast,Apparel,Loyalty,42,1827.29
2025-12-13,Southeast,Electronics,New,52,3581.72
2025-12-13,Southeast,Home,Loyalty,8,211.68
2025-12-13,Southeast,Outdoor,New,35,2995.11
2025-12-13,Southeast,Beauty,Returning,30,1765.29
2025-12-13,Midwest,Apparel,Returning,35,618.05
2025-12-13,Midwest,Electronics,Returning,46,5001.27
2025-12-13,Midwest,Home,New,7,329.3
2025-12-13,Midwest,Outdoor,New,34,2711.04
2025-12-13,Midwest,Beauty,New,18,2126.49
2025-12-13,West,Apparel,Loyalty,19,2090.09
2025-12-13,West,Electronics,New,35,3261.58
2025-12-13,West,Home,New,28,3130.41
2025-12-13,West,Outdoor,Loyalty,53,2078.03
2025-12-13,West,Beauty,Loyalty,14,741.17
2025-12-14,Northeast,Apparel,Returning,37,1837.31
2025-12-14,Northeast,Electronics,New,28,2413.35
2025-12-14,Northeast,Home,New,31,1872.66
2025-12-14,Northeast,Outdoor,Loyalty,47,5272.38
2025-12-14,Northeast,Beauty,Loyalty,33,3620.21
2025-12-14,Southeast,Apparel,New,37,2902.75
2025-12-14,Southeast,Electronics,New,24,1365.02
2025-12-14,Southeast,Home,New,14,947.32
2025-12-14,Southeast,Outdoor,Returning,28,2317.82
2025-12-14,Southeast,Beauty,Loyalty,24,1460.95
2025-12-14,Midwest,Apparel,Loyalty,34,2999.95
2025-12-14,Midwest,Electronics,New,46,2055.38
2025-12-14,Midwest,Home,Returning,37,2228.94
2025-12-14,Midwest,Outdoor,Returning,11,807.61
2025-12-14,Midwest,Beauty,New,21,1686.54
2025-12-14,West,Apparel,Returning,22,1932.04
2025-12-14,West,Electronics,Loyalty,21,681
2025-12-14,West,Home,Loyalty,24,1029.99
2025-12-14,West,Outdoor,New,41,650.36
2025-12-14,West,Beauty,Loyalty,39,748.04
2025-12-15,Northeast,Apparel,Loyalty,27,443.02
2025-12-15,Northeast,Electronics,Loyalty,53,960.61
2025-12-15,Northeast,Home,New,20,1001.45
2025-12-15,Northeast,Outdoor,Returning,37,2148.41
2025-12-15,Northeast,Beauty,Returning,54,4163.27
2025-12-15,Southeast,Apparel,Returning,29,3080.81
2025-12-15,Southeast,Electronics,Returning,49,1842.51
2025-12-15,Southeast,Home,Returning,42,1908.51
2025-12-15,Southeast,Outdoor,New,53,4731.02
2025-12-15,Southeast,Beauty,New,41,1648.05
2025-12-15,Midwest,Apparel,Returning,32,2070.52
2025-12-15,Midwest,Electronics,New,43,1111.86
2025-12-15,Midwest,Home,New,19,1837.75
2025-12-15,Midwest,Outdoor,New,11,1166.48
2025-12-15,Midwest,Beauty,New,55,1714.13
2025-12-15,West,Apparel,Returning,8,353.44
2025-12-15,West,Electronics,Loyalty,18,682.87
2025-12-15,West,Home,Loyalty,37,1693.42
2025-12-15,West,Outdoor,Returning,8,931.44
2025-12-15,West,Beauty,Returning,55,6286.23
2025-12-16,Northeast,Apparel,Loyalty,42,3938.93
2025-12-16,Northeast,Electronics,New,9,837.55
2025-12-16,Northeast,Home,New,38,1413.67
2025-12-16,Northeast,Outdoor,Loyalty,46,5037.05
2025-12-16,Northeast,Beauty,Loyalty,29,3147.01
2025-12-16,Southeast,Apparel,Loyalty,53,4290.17
2025-12-16,Southeast,Electronics,Loyalty,53,4452.95
2025-12-16,Southeast,Home,Returning,43,3082.01
2025-12-16,Southeast,Outdoor,New,16,1067.48
2025-12-16,Southeast,Beauty,Returning,37,1017.24
2025-12-16,Midwest,Apparel,Returning,18,827.08
2025-12-16,Midwest,Electronics,Loyalty,10,301.47
2025-12-16,Midwest,Home,Returning,30,3082.23
2025-12-16,Midwest,Outdoor,Returning,41,1360.5
2025-12-16,Midwest,Beauty,Loyalty,30,1391.56
2025-12-16,West,Apparel,Returning,35,3842.84
2025-12-16,West,Electronics,Loyalty,18,1913.97
2025-12-16,West,Home,New,18,848.72
2025-12-16,West,Outdoor,New,13,717.71
2025-12-16,West,Beauty,Returning,26,1067.62
2025-12-17,Northeast,Apparel,New,42,4854.84
2025-12-17,Northeast,Electronics,Returning,18,1855.66
2025-12-17,Northeast,Home,New,40,4121.47
2025-12-17,Northeast,Outdoor,Loyalty,30,518.26
2025-12-17,Northeast,Beauty,New,39,1741.14
2025-12-17,Southeast,Apparel,Loyalty,47,5099.73
2025-12-17,Southeast,Electronics,New,31,1053.86
2025-12-17,Southeast,Home,Loyalty,29,1732.54
2025-12-17,Southeast,Outdoor,New,10,416.98
2025-12-17,Southeast,Beauty,New,17,1121.95
2025-12-17,Midwest,Apparel,Loyalty,26,1101.54
2025-12-17,Midwest,Electronics,New,19,1226.46
2025-12-17,Midwest,Home,New,20,610.43
2025-12-17,Midwest,Outdoor,Loyalty,23,2042.28
2025-12-17,Midwest,Beauty,Returning,37,3102.69
2025-12-17,West,Apparel,Returning,47,4298.99
2025-12-17,West,Electronics,New,36,3679.65
2025-12-17,West,Home,Returning,20,1532.13
2025-12-17,West,Outdoor,New,48,4230.92
2025-12-17,West,Beauty,Returning,37,3960.22
2025-12-18,Northeast,Apparel,Loyalty,18,2025.31
2025-12-18,Northeast,Electronics,Loyalty,17,667.48
2025-12-18,Northeast,Home,New,53,1955.45
2025-12-18,Northeast,Outdoor,Loyalty,39,3425.57
2025-12-18,Northeast,Beauty,Returning,10,1175.08
2025-12-18,Southeast,Apparel,New,54,5305.41
2025-12-18,Southeast,Electronics,Returning,48,5245.96
2025-12-18,Southeast,Home,New,37,4095.87
2025-12-18,Southeast,Outdoor,Loyalty,21,1317.27
2025-12-18,Southeast,Beauty,Loyalty,39,1123.55
2025-12-18,Midwest,Apparel,Returning,27,3219.89
2025-12-18,Midwest,Electronics,Returning,28,2342.06
2025-12-18,Midwest,Home,Returning,9,747.75
2025-12-18,Midwest,Outdoor,Loyalty,43,1025
2025-12-18,Midwest,Beauty,Returning,39,1764.11
2025-12-18,West,Apparel,New,18,1854.21
2025-12-18,West,Electronics,Loyalty,46,5307.69
2025-12-18,West,Home,Loyalty,11,1190.28
2025-12-18,West,Outdoor,Returning,36,2486.73
2025-12-18,West,Beauty,New,31,509.29
2025-12-19,Northeast,Apparel,New,42,4795.05
2025-12-19,Northeast,Electronics,Loyalty,46,4861.04
2025-12-19,Northeast,Home,New,35,3040.61
2025-12-19,Northeast,Outdoor,New,19,459.42
2025-12-19,Northeast,Beauty,Returning,29,1837.26
2025-12-19,Southeast,Apparel,Loyalty,44,4190.79
2025-12-19,Southeast,Electronics,New,38,879.53
2025-12-19,Southeast,Home,Loyalty,27,552.33
2025-12-19,Southeast,Outdoor,New,46,1870.97
2025-12-19,Southeast,Beauty,New,23,1786.27
2025-12-19,Midwest,Apparel,Loyalty,21,675.66
2025-12-19,Midwest,Electronics,Loyalty,46,3448.75
2025-12-19,Midwest,Home,Loyalty,31,922.82
2025-12-19,Midwest,Outdoor,Returning,28,597.16
2025-12-19,Midwest,Beauty,New,53,3059.88
2025-12-19,West,Apparel,Returning,15,355.06
2025-12-19,West,Electronics,Loyalty,30,2240.88
2025-12-19,West,Home,New,44,3223.18
2025-12-19,West,Outdoor,Returning,16,1342.66
2025-12-19,West,Beauty,New,53,4310.71
2025-12-20,Northeast,Apparel,New,35,3808.26
2025-12-20,Northeast,Electronics,Returning,11,993.43
2025-12-20,Northeast,Home,Returning,39,2006.25
2025-12-20,Northeast,Outdoor,New,42,959.88
2025-12-20,Northeast,Beauty,Loyalty,15,1692.29
2025-12-20,Southeast,Apparel,New,51,2718.7
2025-12-20,Southeast,Electronics,Returning,32,1411.21
2025-12-20,Southeast,Home,Returning,11,393.51
2025-12-20,Southeast,Outdoor,New,49,3612.26
2025-12-20,Southeast,Beauty,Returning,17,720.42
2025-12-20,Midwest,Apparel,New,26,1022.26
2025-12-20,Midwest,Electronics,Returning,13,1129.63
2025-12-20,Midwest,Home,Returning,28,2553.36
